obs_idx,model,benchmark,score,pit
98,claude-sonnet-4-5-20250929_unknown,CritPt,0.0114285714285714,0.189
99,glm-4.6,CritPt,0.0114285714285714,0.6685
100,claude-sonnet-5_high,CritPt,0.0114285714285714,0.023
101,gemini-3-pro-preview,Remote Labor Index,0.0125,0.057
102,ChatGPT agent,Remote Labor Index,0.0125,0.5015
103,o3-mini-2025-01-31_low,GSO-Bench,0.013,0.256
104,o3-mini-2025-01-31_high,GSO-Bench,0.013,0.0615
105,gemma-2-27b-it,OTIS Mock AIME 2024-2025,0.0138888888888888,0.2045
106,o3-2025-04-16_high,CritPt,0.0139999999999999,0.0715
107,amazon.nova-micro-v1:0,BioLP-bench,0.0139999999999999,0.3565
108,Mixtral-8x7B-Instruct-v0.1,BioLP-bench,0.0139999999999999,0.5945
109,Llama-4-Maverick-17B-128E-Instruct,VisualToolBench,0.0141,0.2605
110,gpt-oss-20b_high,CritPt,0.0142857142857143,0.6295
111,gpt-5.5_none,CritPt,0.0142857142857143,0.232
112,gemma-4-31b-it,CritPt,0.0142857142857143,0.268
113,codestral-2405,SWE-Bench Pro,0.0151,0.2885
114,gpt-5.6-luna_low,DeepSWE,0.0154867256637168,0.0025
115,Llama-4-Scout-17B-16E-Instruct,VisualToolBench,0.0158,0.751
116,curie,GSM8K,0.016,0.2335
117,claude-3-haiku-20240307,BioLP-bench,0.016,0.3095
118,gpt-5-2025-08-07_unknown,Remote Labor Index,0.0167,0.168
119,glm-4.7,CritPt,0.0171020408163265,0.355
120,DeepSeek-V3.1-Terminus,CritPt,0.0171428571428571,0.4935
121,Llama-3.1-8B-Instruct,WeirdML,0.0173,0.0085
122,gemini-2.5-flash,APEX Agents,0.018,0.024
123,opt-66b,GSM8K,0.018,0.0895
124,claude-3-haiku-20240307,OTIS Mock AIME 2024-2025,0.0180555555555555,0.4465
125,Llama-3.1-8B-Instruct,BioLP-bench,0.019,0.5455
126,gpt-5.1-2025-11-13_none,EnigmaEval,0.0194,0.3955
127,claude-2.1,OTIS Mock AIME 2024-2025,0.0194444444444444,0.4915
128,mistral-large-2402,OTIS Mock AIME 2024-2025,0.0194444444444444,0.3615
129,gemini-2.5-pro,CritPt,0.02,0.49
130,gpt-5.6-terra_none,CritPt,0.02,0.5535
131,nemotron-3-ultra,ProofBench,0.02,0.1995
132,Inkling,ProofBench,0.02,0.5255
133,nova-premier,VisualToolBench,0.02,0.5505
134,gpt-5.6-luna_none,Chess Puzzles,0.02,0.1005
135,gpt-5.2-2025-12-11_unknown,Remote Labor Index,0.0208,0.274
136,claude-sonnet-4-5-20250929_unknown,Remote Labor Index,0.0208,0.4635
137,claude-sonnet-4-5-20250929,Remote Labor Index,0.0208,0.5335
138,grok-3,APEX Agents,0.021,0.077
139,gpt-4.1-2025-04-14,EnigmaEval,0.0217,0.411
140,gpt-3.5-turbo-0125,OTIS Mock AIME 2024-2025,0.0222222222222222,0.7065
141,claude-3-7-sonnet-20250219,EnigmaEval,0.0226,0.5365
142,step-3.7-flash,CritPt,0.0228571428571429,0.5755
143,gemini-2.5-pro-preview-05-06,EnigmaEval,0.0236,0.152
144,kimi-k2.6,EBR-bench,0.0238095238095238,0.1065
145,claude-sonnet-4-5-20250929,EBR-bench,0.0238095238095238,0.2185
146,grok-build-0.1,GBAEval,0.0238125353588441,0.221
147,mistral-large-2402,BioLP-bench,0.024,0.351
148,deepseek-v4-pro_max,FrontierMath Tier 4,0.024390243902439,0.016
149,gpt-5-nano-2025-08-07_high,FrontierMath Tier 4,0.024390243902439,0.604
150,claude-opus-4-1-20250805_32K,FrontierMath Tier 4,0.024390243902439,0.861
151,claude-sonnet-4-5-20250929_32K,FrontierMath Tier 4,0.024390243902439,0.4175
152,claude-3-opus-20240229,BioLP-bench,0.025,0.062
153,Manus 1.0,Remote Labor Index,0.025,0.5975
154,Hermes-2-Theta-Llama-3-70B,OTIS Mock AIME 2024-2025,0.025,0.4255
155,claude-2.0,OTIS Mock AIME 2024-2025,0.025,0.524
156,claude-3-sonnet-20240229,OTIS Mock AIME 2024-2025,0.025,0.363
157,Llama-3.1-8B-Instruct,OTIS Mock AIME 2024-2025,0.025,0.7185
158,Manus 1.5,Remote Labor Index,0.0250099999999999,0.584
159,gpt-5.2-2025-12-11_medium,Remote Labor Index,0.0250199999999999,0.2575
160,gpt-5.6-luna_low,CritPt,0.0257142857142857,0.6005
161,Llama-3.1-70B-Instruct,BioLP-bench,0.026,0.1355
162,amazon.nova-lite-v1:0,BioLP-bench,0.026,0.2375
163,claude-3-sonnet-20240229,BioLP-bench,0.026,0.3595
164,Llama-3.2-90B-Vision-Instruct,OTIS Mock AIME 2024-2025,0.0263888888888888,0.175
165,gemini-2.5-flash-preview-05-20,EnigmaEval,0.027,0.25
166,gpt-4o-2024-11-20,Humanity's Last Exam,0.0272,0.3595
167,qwen3.7-plus,OS World 2,0.0279999999999999,0.082
168,qwen3.6-plus,CritPt,0.0285714285714286,0.2345
169,DeepSeek-V3.2-Exp_thinking,CritPt,0.0285714285714286,0.7195
170,Manus_1.6 (Max),Remote Labor Index,0.0292,0.615
171,GLM-4.5-Air,GSO-Bench,0.0294,0.613
172,MiniMax-M2.7,ProofBench,0.03,0.1955
173,gpt-5.4-mini-2026-03-17_none,Chess Puzzles,0.03,0.2025
174,gpt-5.4-nano-2026-03-17_none,Chess Puzzles,0.03,0.1955
175,claude-sonnet-4-6_max,Chess Puzzles,0.03,0.0045
176,gemini-3.1-flash-lite,EnigmaEval,0.0304,0.265
177,claude-sonnet-4-20250514_unknown,EnigmaEval,0.0312,0.477
178,nemotron-3-ultra,CritPt,0.0314285714285714,0.7155
179,claude-sonnet-4-6_max,CritPt,0.0314285714285714,0.3315
180,nemotron-3-super,CritPt,0.0314285714285714,0.8315
181,kimi-k2.5,CritPt,0.0314285714285714,0.4305
182,kimi-k3_low,CritPt,0.0314285714285714,0.3405
183,glm-5.2_none,CritPt,0.0314285714285714,0.7345
184,Mixtral-8x22B-Instruct-v0.1,WeirdML,0.0317,0.143
185,gpt-4.5-preview-2025-02-27,EnigmaEval,0.0318,0.7225
186,Llama-2-70b-chat-hf,MATH Level 5,0.0328549848942598,0.23
187,kimi-k2.5,EnigmaEval,0.0338,0.0515
188,gpt-oss-20b,TerminalBench,0.034,0.1615
189,gpt-oss-20b_unknown,TerminalBench,0.034,0.484
190,deepseek-v4-flash_high,CritPt,0.0342857142857143,0.6835
191,gpt-3.5-turbo-0125,WeirdML,0.0348,0.072
192,Mistral-7B-Instruct-v0.3,MATH Level 5,0.0359705438066465,0.5135
193,o4-mini-2025-04-16_high,GSO-Bench,0.036,0.0895
194,gpt-4o-mini-2024-07-18,Aider Polyglot,0.036,0.0575
195,Llama-3.1-70B-Instruct,OTIS Mock AIME 2024-2025,0.0361111111111111,0.179
196,gpt-4o-2024-08-06,SWE-Bench Pro (Private),0.0362,0.487
197,amazon.nova-lite-v1:0,Humanity's Last Exam,0.0364,0.831
198,open-mistral-7b,MATH Level 5,0.0368202416918429,0.656
199,Qwen2-VL-7B-Instruct,BALROG,0.037,0.1945
200,MiniMax-M3,CritPt,0.0371428571428571,0.546
201,Ring-2.6-1T,CritPt,0.0371428571428571,0.5755
202,mimo-v2.5,CritPt,0.0371428571428571,0.522
203,claude-opus-4-5-20251101_unknown,Remote Labor Index,0.0375,0.533
204,claude-3-7-sonnet-20250219,GSO-Bench,0.038,0.5955
205,claude-3-7-sonnet-20250219_unknown,GSO-Bench,0.038,0.3925
206,gemini-1.5-flash-001,OTIS Mock AIME 2024-2025,0.0388888888888888,0.4675
207,gemini-2.5-pro,GSO-Bench,0.039,0.1935
208,kimi-k2.6,BlueprintBench 2,0.0390455531453362,0.2345
209,gemini-2.5-pro-preview-06-05,GSO-Bench,0.0392,0.048
210,glm-4.6,APEX Agents,0.04,0.282
211,mimo-v2.5-pro,CritPt,0.04,0.288
212,opt-175b,GSM8K,0.04,0.0915
213,grok-4-1-fast-reasoning,ProofBench,0.04,0.4315
214,MiniMax-M2.5,ProofBench,0.04,0.458
215,gpt-4-0613,Chess Puzzles,0.04,0.685
216,claude-sonnet-4-5-20250929,Chess Puzzles,0.04,0.0735
217,claude-opus-4-5-20251101,Chess Puzzles,0.04,0.01
218,gpt-5.2-2025-12-11_none,Chess Puzzles,0.04,0.0655
219,qwen3-max-2025-09-23,Chess Puzzles,0.04,0.0675
220,claude-3-5-sonnet-20241022,Humanity's Last Exam,0.0408,0.2525
221,kimi-k2-thinking,APEX Agents,0.0409999999999999,0.086
222,gemini-2.5-pro-exp-03-25,EnigmaEval,0.0414,0.124
223,claude-opus-4-6_unknown,Remote Labor Index,0.0417,0.406
224,claude-opus-4-6,Remote Labor Index,0.0417,0.6315
225,qwen2-72b-instruct,The Agent Company,0.042,0.2505
226,Llama-3.1-405B-Instruct,BioLP-bench,0.042,0.1005
227,claude-3-7-sonnet-20250219_unknown,EnigmaEval,0.0423,0.6735
228,Meta-Llama-3-70B-Instruct,OTIS Mock AIME 2024-2025,0.0430555555555555,0.543
229,claude-3-5-haiku-20241022,OTIS Mock AIME 2024-2025,0.0430555555555555,0.197
230,deepseek-coder-1.3b-base,GSM8K,0.044,0.479
231,amazon.nova-pro-v1:0,Humanity's Last Exam,0.044,0.809
232,claude-sonnet-4-20250514_unknown,VisualToolBench,0.0444,0.436
233,Llama-3.1-Tulu-3-70B-DPO,OTIS Mock AIME 2024-2025,0.0444444444444444,0.2295
234,claude-sonnet-4-20250514,VisualToolBench,0.0448,0.553
235,mistral-medium-2505,Humanity's Last Exam,0.0452,0.2435
236,glm-5.1,CritPt,0.0457142857142857,0.373
237,gemini-1.5-flash-8b-001,OTIS Mock AIME 2024-2025,0.0458333333333333,0.655
238,claude-3-5-sonnet-20241022,GSO-Bench,0.046,0.7835
239,gemini-1.5-pro-002,Humanity's Last Exam,0.046,0.543
240,MiniMax-M3,OS World 2,0.046,0.345
241,kimi-k2.6,OS World 2,0.046,0.1355
242,gemma-3-4b-it,SimpleQA Verified,0.046046046046046,0.362
243,gemini-2.5-flash,VisualToolBench,0.0469,0.6525
244,gpt-oss-120b,APEX Agents,0.047,0.3315
245,claude-opus-4-1-20250805,VisualToolBench,0.0471,0.144
246,claude-3-opus-20240229,OTIS Mock AIME 2024-2025,0.0472222222222222,0.133
247,gemini-3.5-flash_high,EBR-bench,0.0476190476190476,0.1395
248,gpt-5.1-2025-11-13_high,CritPt,0.0485714285714286,0.4825
249,gpt-5.6-luna_medium,CritPt,0.0485714285714286,0.655
250,o4-mini-2025-04-16_high,FrontierMath Tier 4,0.048780487804878,0.581
251,claude-opus-4-5-20251101_32K,FrontierMath Tier 4,0.048780487804878,0.3665
252,gemma-3-27b-it,Aider Polyglot,0.049,0.0155
253,claude-sonnet-4-20250514,GSO-Bench,0.049,0.5735
254,Kimi-K2-Instruct,GSO-Bench,0.049,0.5135
255,Qwen3-Coder-480B-A35B-Instruct,GSO-Bench,0.049,0.417
256,claude-sonnet-4-20250514_unknown,GSO-Bench,0.049,0.5105
257,Meta-Llama-3-70B-Instruct,Cybench,0.05,0.713
258,Qwen2.5-VL-72B-Instruct,OS World (Screenshot),0.05,0.046
259,gpt-5.4-nano-2026-03-17_high,ProofBench,0.05,0.091
260,inkling-small,ProofBench,0.05,0.034
261,gpt-5.6-terra_none,Chess Puzzles,0.05,0.147
262,gemma-4-31b-it_minimal,Chess Puzzles,0.05,0.0975
263,claude-3-opus-20240229,Chess Puzzles,0.05,0.655
264,gpt-5.4-2026-03-05_none,Chess Puzzles,0.05,0.12
265,claude-sonnet-4-6_high,Chess Puzzles,0.05,0.021
266,Llama-3.3-70B-Instruct,OTIS Mock AIME 2024-2025,0.0513888888888888,0.1955
267,gpt-5.6-sol_none,CritPt,0.0514285714285714,0.742
268,Yi-34B-Chat,MATH Level 5,0.0514539274924471,0.154
269,claude-opus-4-1-20250805_unknown,VisualToolBench,0.0516,0.1085
270,Llama-4-Maverick-17B-128E-Instruct,SWE-Bench Pro,0.0524,0.0385
271,mistral-small-2501,OTIS Mock AIME 2024-2025,0.0527777777777777,0.29
272,gpt-4.1-2025-04-14,Humanity's Last Exam,0.054,0.1595
273,Mistral-7B-Instruct-v0.2,GPQA Diamond Chemistry,0.054,0.155
274,ministral-3b-2410,SimpleQA Verified,0.0542797494780793,0.3665
275,Inkling_xhigh,CritPt,0.0542857142857143,0.3435
276,gpt-4.5-preview-2025-02-27,Humanity's Last Exam,0.0544,0.241
277,Mistral-7B-Instruct-v0.2,GPQA Main Chemistry,0.055,0.102
278,gpt-4.1-2025-04-14,VisualToolBench,0.0552,0.8595
279,codestral-2501,SimpleQA Verified,0.055613850996852,0.2895
280,claude-opus-4-20250514_unknown,EnigmaEval,0.0557,0.6255
281,gemini-2.5-pro-preview-06-05,EnigmaEval,0.0557,0.25
282,claude-sonnet-4-5-20250929,VisualToolBench,0.0559999999999999,0.289
283,o1-2024-12-17_unknown,EnigmaEval,0.0565,0.7075
284,Llama-4-Maverick-17B-128E-Instruct,Humanity's Last Exam,0.0567999999999999,0.543
285,amazon.nova-pro-v1:0,The Agent Company,0.057,0.169
286,mistral-small-2503,OTIS Mock AIME 2024-2025,0.0583333333333333,0.28
287,gpt-oss-20b,SimpleQA Verified,0.0594503645541222,0.1515
288,claude-sonnet-4-5-20250929_unknown,EnigmaEval,0.059966,0.536
289,glm-4.7,ProofBench,0.06,0.326
290,amazon.nova-pro-v1:0,BioLP-bench,0.06,0.4335
291,gpt-4.1-2025-04-14,Chess Puzzles,0.06,0.3595
292,o3-mini-2025-01-31_low,Chess Puzzles,0.06,0.374
293,gpt-4-turbo-2024-04-09,Chess Puzzles,0.06,0.689
294,glm-4.7,Chess Puzzles,0.06,0.106
295,claude-3-5-sonnet-20240620,BioLP-bench,0.061,0.1135
296,DeepSeek-V3,BioLP-bench,0.061,0.0615
297,qwen-turbo-2024-11-01,OTIS Mock AIME 2024-2025,0.0611111111111111,0.2785
298,Meta-Llama-3-8B-Instruct,MATH Level 5,0.0612726586102719,0.177
299,o1-pro-2025-03-19,EnigmaEval,0.0613999999999999,0.8545
300,MiniMax-M2.5,APEX Agents,0.062,0.343
301,claude-sonnet-4-5-20250929_unknown,VisualToolBench,0.062,0.1025
302,gpt-5.5_unknown,Remote Labor Index,0.0625,0.376
303,gpt-5.5-codex,Remote Labor Index,0.0625,0.704
304,gpt-4o-2024-05-13,OTIS Mock AIME 2024-2025,0.0625,0.1055
305,gpt-4o-2024-11-20,OTIS Mock AIME 2024-2025,0.0625,0.1615
306,MiniMax-M2.5,CL-Bench Life,0.063,0.0955
307,gpt-4o-2024-08-06,OTIS Mock AIME 2024-2025,0.0638888888888888,0.0865
308,deepseek-llm-67b-chat,MATH Level 5,0.0639161631419939,0.3755
309,claude-3-5-sonnet-20240620,OTIS Mock AIME 2024-2025,0.0652777777777777,0.0275
310,gemini-2.0-flash-thinking-exp-01-21,Humanity's Last Exam,0.0655999999999999,0.4765
311,gemini-2.5-pro,APEX Agents,0.066,0.151
312,Llama-3.2-1B-Instruct,BALROG,0.066,0.332
313,gpt-4-turbo-2024-04-09,OTIS Mock AIME 2024-2025,0.0666666666666666,0.2745
314,gemini-3.5-flash_unknown,GBAEval,0.0670136640255754,0.3885
315,gemma-3-12b-it,SimpleQA Verified,0.0670335167583792,0.3005
316,claude-sonnet-4-6_unknown,BlueprintBench 2,0.0672451193058566,0.4435
317,falcon-7b,GSM8K,0.068,0.1985
318,gpt-5.1-2025-11-13_none,Humanity's Last Exam,0.068,0.3585
319,gemini-1.5-pro-001,BioLP-bench,0.068,0.2965
320,gemini-1.5-pro-001,OTIS Mock AIME 2024-2025,0.0680555555555555,0.1235
321,o4-mini-2025-04-16_medium,EnigmaEval,0.0681,0.788
322,ministral-8b-2410,SimpleQA Verified,0.0681699003670686,0.404
323,claude-opus-4-6,EnigmaEval,0.0684,0.097
324,claude-opus-4-20250514_unknown,GSO-Bench,0.0686,0.4595
325,mimo-v2-pro_high,CL-Bench Life,0.069,0.4545
326,gemini-3-pro-preview,CritPt,0.069,0.253
327,claude-opus-4-20250514,GSO-Bench,0.069,0.605
328,gpt-5-2025-08-07_high,GSO-Bench,0.069,0.0255
329,gpt-4o-mini-2024-07-18,OTIS Mock AIME 2024-2025,0.0694444444444444,0.48
330,deepseek-v3.2,APEX Agents,0.07,0.4105
331,gpt-5.6-sol_none,Chess Puzzles,0.07,0.0955
332,gpt-5-mini-2025-08-07_minimal,Chess Puzzles,0.07,0.301
333,deepseek-v4-pro_none,Chess Puzzles,0.07,0.3215
334,claude-opus-4-7_max,Chess Puzzles,0.07,0.003
335,claude-opus-4-1-20250805,Chess Puzzles,0.07,0.21
336,o1-2024-12-17_low,Chess Puzzles,0.07,0.2795
337,gpt-4.1-mini-2025-04-14,Chess Puzzles,0.07,0.4335
338,claude-opus-4-6_low,Mystery Game Puzzles,0.07,0.29
339,claude-2.1,WeirdML,0.0706,0.2065
340,deepseek-v4-flash_max,CritPt,0.0714285714285714,0.8455
341,claude-opus-4-1-20250805_unknown,EnigmaEval,0.071791,0.7805
342,kimi-k2-thinking,PostTrainBench,0.0725,0.189
343,qwen2.5-32b-instruct,OTIS Mock AIME 2024-2025,0.0736111111111111,0.266
344,deepseek-v3.2,CL-Bench Life,0.074,0.2035
345,qwen3-max-2025-09-23,PostTrainBench,0.0742,0.173
346,glm-4.7,PostTrainBench,0.0748,0.097
347,Mixtral-8x22B-Instruct-v0.1,Cybench,0.075,0.9565
348,Llama-3.1-405B-Instruct,Cybench,0.075,0.4045
349,gemini-1.5-pro-001-feb24,Cybench,0.075,0.312
350,claude-opus-4-6_max,EnigmaEval,0.076,0.016
351,claude-sonnet-4-20250514_unknown,Humanity's Last Exam,0.0776,0.2285
352,Llama-4-Scout-17B-16E-Instruct,OTIS Mock AIME 2024-2025,0.0777777777777777,0.2455
353,mistral-large-2411,OTIS Mock AIME 2024-2025,0.0777777777777777,0.235
354,qwen2.5-7b-instruct,BALROG,0.078,0.1145
355,muse-spark-1.1,GBAEval,0.0791725771495411,0.2015
356,claude-opus-4-1-20250805,EBR-bench,0.079365,0.4155
357,o1-2024-12-17_unknown,Humanity's Last Exam,0.0796,0.0985
358,gpt-5.5_low,CritPt,0.08,0.596
359,kimi-k2.6,CritPt,0.08,0.5465
360,grok-4.3_high,CritPt,0.08,0.7415
361,grok-4.3_high,GDP.pdf,0.08,0.062
362,deepseek-v3.2,ProofBench,0.08,0.6995
363,gemini-1.5-pro-002,The Agent Company,0.08,0.0535
364,claude-haiku-4-5-20251001_32K,Chess Puzzles,0.08,0.28
365,claude-sonnet-4-6_medium,Chess Puzzles,0.08,0.073
366,claude-3-7-sonnet-20250219_unknown,Humanity's Last Exam,0.0804,0.253
367,qwen2.5-72b-instruct,OTIS Mock AIME 2024-2025,0.0805555555555555,0.261
368,GLM-4.5-Air,Humanity's Last Exam,0.0812,0.823
369,o1-pro-2025-03-19,Humanity's Last Exam,0.0812,0.2325
370,gpt-5-mini-2025-08-07_unknown,EnigmaEval,0.081926,0.8105
371,inkling-small,CritPt,0.0828571428571429,0.6105
372,claude-sonnet-4-6_max,OS World 2,0.083,0.6335
373,glm-4.5,Humanity's Last Exam,0.0832,0.649
374,claude-opus-4-8_unknown,Remote Labor Index,0.0833,0.732
375,Llama-4-Maverick-17B-128E-Instruct,MultiNRC,0.0843999999999999,0.054
376,claude-3-5-sonnet-20241022,OTIS Mock AIME 2024-2025,0.0847222222222222,0.0115
377,mistral-large-2407,OTIS Mock AIME 2024-2025,0.0847222222222222,0.303
378,granite-4.0-h-small,SimpleQA Verified,0.0856983861992209,0.318
379,gemini-3.1-flash-lite,Humanity's Last Exam,0.0864,0.151
380,glm-4.7,APEX Agents,0.087,0.273
381,o3-2025-04-16_high,GSO-Bench,0.088,0.2305
382,claude-haiku-4-5-20251001_unknown,APEX Agents,0.089,0.464
383,gpt-4.1-nano-2025-04-14,Aider Polyglot,0.089,0.069
384,Llama-3.1-70B-Instruct,WeirdML,0.0897,0.06
385,davinci,GSM8K,0.09,0.331
386,gpt-5.1-codex-max,ProofBench,0.09,0.1365
387,gpt-5-mini-2025-08-07_high,ProofBench,0.09,0.304
388,o3-mini-2025-01-31_medium,Chess Puzzles,0.09,0.443
389,gemma-4-26b-a4b-it,SimpleQA Verified,0.0905125408942202,0.31
390,claude-sonnet-4-20250514,SWE-Bench Pro (Private),0.0906,0.487
391,gpt-4o-mini-2024-07-18,SimpleQA Verified,0.0906344410876133,0.2955
392,mpt-7b,GSM8K,0.091,0.302
393,qwen3.7-plus,CritPt,0.0914285714285714,0.822
394,grok-build-0.1,CritPt,0.0914285714285714,0.578
395,Baichuan-7B,GSM8K,0.092,0.251
396,qwen3.5-9B,TerminalBench,0.092,0.5105
397,o4-mini-2025-04-16_high,EnigmaEval,0.0921,0.861
398,gpt-5.4-nano-2026-03-17_xhigh,CritPt,0.0925306122448979,0.664
399,LFM2-Audio-1.5B,AudioMultiChallenge,0.0929,0.368
400,Mixtral-8x7B-Instruct-v0.1,MATH Level 5,0.0929003021148036,0.668
401,claude-sonnet-4-20250514_unknown,APEX Agents,0.093,0.619
402,claude-sonnet-4-6_medium,OS World 2,0.093,0.6925
403,MiniMax-M2.1,PostTrainBench,0.0933,0.3175
404,swe-1.6,FrontierCode,0.094,0.4425
405,gpt-5.6-terra_low,CritPt,0.0942857142857143,0.7545
406,DeepSeek-V3.2-Exp_thinking,CL-Bench Life,0.095,0.3675
407,bloom,GSM8K,0.095,0.3615
408,MiniMax-M2.5,PostTrainBench,0.095,0.528
409,mistral-large-2407,BioLP-bench,0.095,0.6425
410,glm-5.2_max,EBR-bench,0.0952380952380952,0.293
411,qwen3.7-max,EBR-bench,0.0952380952380952,0.2595
412,glm-4.6,SWE-Bench Pro,0.0967,0.0855
413,Llama-3.1-405B-Instruct,OTIS Mock AIME 2024-2025,0.0972222222222222,0.243
414,gpt-5.4-mini-2026-03-17_xhigh,FrontierMath Tier 4,0.0975609756097561,0.247
415,gemini-3-flash-preview,GSO-Bench,0.098,0.11
416,claude-3-haiku-20240307,WeirdML,0.0984,0.405
417,gpt-4o-2024-11-20,GDPval,0.099,0.1925
418,Llama-4-Scout-17B-16E-Instruct,BioLP-bench,0.099,0.6675
419,claude-sonnet-4-5-20250929,PostTrainBench,0.0994,0.4105
420,open-mixtral-8x7b,MATH Level 5,0.0995090634441087,0.346
421,gpt-5.4-mini-2026-03-17_xhigh,CritPt,0.1,0.817
422,kimi-k2.7-code,CritPt,0.1,0.795
423,deepseek-v4-pro_high,CritPt,0.1,0.8795
424,claude-3-opus-20240229,Cybench,0.1,0.719
425,o1-mini-2024-09-12_medium,Cybench,0.1,0.125
426,o1-preview-2024-09-12,Cybench,0.1,0.043
427,gemini-3-flash-preview,GDP.pdf,0.1,0.138
428,gemini-3.5-flash-lite_high,GDP.pdf,0.1,0.4765
429,deepseek-v4-pro_max,ProofBench,0.1,0.216
430,mistral-medium-2604,ProofBench,0.1,0.7415
431,gpt-5.5_none,Chess Puzzles,0.1,0.229
432,glm-5,Chess Puzzles,0.1,0.156
433,claude-opus-4-6_64K,Chess Puzzles,0.1,0.062
434,Llama-3.2-3B-Instruct,BALROG,0.101,0.388
435,gpt2-xl,METR Time Horizons,0.101046,0.7005
436,gemini-2.5-pro,SWE-Bench Pro (Private),0.1014,0.251
437,claude-3-sonnet-20240229,WeirdML,0.1016,0.293
438,openhands-lm-32b-v0.1,Aider Polyglot,0.102,0.4915
439,qwen3.7-plus,FrontierCode,0.102,0.002
440,kimi-k2.5,PostTrainBench,0.1026,0.1835
441,gpt-5.2-2025-12-11_unknown,EnigmaEval,0.1039,0.5345
442,gpt-4-turbo-2024-04-09,BioLP-bench,0.104,0.774
443,gpt-oss-20b,MultiNRC,0.1043,0.69
444,GLM-4.5-Air,MultiNRC,0.1043,0.2
445,gpt-5-2025-08-07_unknown,EnigmaEval,0.1047,0.437
446,gemini-3.6-flash_high,CritPt,0.105714285714286,0.558
447,gemma-3-27b-it,SimpleQA Verified,0.1071071071071071,0.2765
448,claude-opus-4-20250514_unknown,Humanity's Last Exam,0.1072,0.224
449,Phi-4-mini-instruct,SciCode,0.107638888888889,0.1445
450,open-mistral-nemo-2407,MATH Level 5,0.1082892749244713,0.3595
451,glm-4.7_high,CL-Bench Life,0.109,0.5705
452,gemini-2.5-flash-preview-05-20,Humanity's Last Exam,0.1096,0.439
453,LLaMA-7B,GSM8K,0.11,0.3035
454,grok-4.3_high,ProofBench,0.11,0.222
455,codestral-2501,Aider Polyglot,0.111,0.7335
